V160001,leftright,politicalinterest,politicalparticipation,TIPI_extraversion,TIPI_agreeableness,TIPI_conscientiousness,TIPI_emotionalstability,TIPI_openness,age,female,education,question,net_stats,clustering,giant component,disssortativity,k avg,k std,entropy,density
4238,6.0,2.0,0.0,4.0,6.0,5.5,2.0,5.5,33.0,1.0,3,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
4241,6.0,2.0,0.0,5.0,5.5,6.5,4.0,5.0,77.0,1.0,2,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4245,0.0,,0.0,,,,,,66.0,0.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4247,0.0,1.0,0.5,3.0,6.5,5.5,2.0,5.0,64.0,1.0,3,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
4248,0.0,0.0,0.0,4.5,4.0,6.0,4.0,5.5,63.0,0.0,2,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4249,1.0,2.0,0.0,6.0,5.0,7.0,4.0,6.5,55.0,0.0,2,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4250,1.0,2.0,0.5,4.0,4.5,4.5,1.5,5.0,45.0,1.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4255,3.0,,0.0,,,,,,,,3,V161072_stats,"{'node_count': 3, 'edge_count': 1, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0, 'k avg': 0.6666666666666666, 'k std': 0.5773502691896258, 'entropy': 0.6293370420768268, 'density': 0.3333333333333333}",0.0,0.6666666666666666,0.0,0.6666666666666666,0.5773502691896258,0.6293370420768268,0.3333333333333333
4257,6.0,,0.0,,,,,,,,3,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",0.0,1.0,1.0,1.5,1.0,0.4393743703526205,0.5
4261,0.0,2.0,0.5,3.0,5.0,6.0,2.5,3.5,76.0,1.0,1,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4264,3.0,1.0,0.0,3.5,5.0,6.0,2.5,6.0,49.0,0.0,2,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
4265,6.0,,0.0,,,,,,75.0,1.0,2,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4269,6.0,2.0,0.5,6.0,6.5,7.0,2.5,5.0,35.0,0.0,1,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
4272,5.0,2.0,0.0,3.0,6.0,4.5,2.5,5.5,35.0,0.0,3,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
4273,6.0,2.0,0.5,4.5,5.5,6.5,3.0,4.0,72.0,0.0,2,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4275,5.0,,0.0,,,,,,36.0,0.0,2,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4277,4.0,1.0,0.0,4.0,4.5,6.5,2.5,6.0,24.0,1.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4280,3.0,2.0,0.0,2.5,3.5,6.0,2.5,4.5,,1.0,3,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",0.0,1.0,0.6666666666666666,1.6,0.8944271909999159,0.6378723516343402,0.4
4283,5.0,0.0,0.0,2.5,5.5,5.5,4.0,4.0,48.0,1.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4285,6.0,,0.0,,,,,,62.0,0.0,2,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
4286,6.0,3.0,0.0,4.0,6.5,6.5,1.5,4.0,76.0,0.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4287,6.0,3.0,0.0,7.0,6.0,6.5,3.0,5.5,67.0,1.0,1,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4288,3.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,24.0,0.0,2,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4291,5.0,2.0,0.5,4.0,4.0,4.5,3.5,3.5,27.0,0.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4295,2.0,0.0,0.0,3.5,7.0,5.0,1.0,5.0,68.0,1.0,2,V161072_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 1.0, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.8123743703410189, 'density': 0.3333333333333333}",0.0,0.75,1.0,1.0,0.816496580927726,0.8123743703410189,0.3333333333333333
4296,6.0,,0.0,,,,,,39.0,1.0,2,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",0.0,1.0,0.6666666666666666,1.6,0.8944271909999159,0.6378723516343402,0.4
4297,3.0,1.0,0.0,5.0,7.0,7.0,2.5,5.5,57.0,1.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4298,3.0,2.0,0.0,5.0,4.0,5.5,4.0,5.0,46.0,0.0,2,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
4301,6.0,2.0,0.5,3.0,5.0,5.0,3.0,4.0,77.0,0.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4307,3.0,,0.0,,,,,,26.0,1.0,1,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
4308,1.0,2.0,0.5,3.5,4.5,6.0,4.0,3.0,58.0,1.0,3,V161072_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",0.0,1.0,0.3333333333333333,1.6,0.5477225575051661,0.45176138477252686,0.4
4317,0.0,,0.0,,,,,,42.0,1.0,2,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4318,6.0,3.0,0.0,1.5,3.5,4.5,4.0,4.0,58.0,1.0,3,V161072_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.8620689655172407, 'k avg': 1.7142857142857142, 'k std': 0.9511897312113419, 'entropy': 0.528268450675938, 'density': 0.2857142857142857}",0.0,1.0,0.8620689655172407,1.7142857142857142,0.9511897312113419,0.528268450675938,0.2857142857142857
4319,3.0,3.0,0.0,7.0,3.0,6.5,5.5,5.0,34.0,0.0,2,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4320,4.0,0.0,0.0,2.5,4.5,6.0,5.0,4.5,53.0,0.0,2,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",0.0,1.0,1.0,1.5,1.0,0.4393743703526205,0.5
4322,5.0,3.0,0.0,4.0,2.5,4.5,2.0,6.0,41.0,0.0,3,V161072_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.44827586206896564, 'k avg': 1.7142857142857142, 'k std': 0.9511897312113419, 'entropy': 0.528268450675938, 'density': 0.2857142857142857}",0.0,1.0,0.44827586206896564,1.7142857142857142,0.9511897312113419,0.528268450675938,0.2857142857142857
4324,0.0,2.0,0.0,4.0,5.0,5.5,1.5,4.0,64.0,1.0,1,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4331,5.0,2.0,0.0,2.0,3.5,7.0,4.0,5.5,23.0,0.0,3,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
4336,6.0,2.0,0.0,3.5,4.0,5.5,1.0,4.5,37.0,1.0,3,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
4344,0.0,2.0,0.0,4.5,5.5,5.0,4.5,4.0,55.0,1.0,1,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4347,5.0,2.0,0.0,3.0,5.0,5.0,4.5,4.5,72.0,0.0,1,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",0.0,1.0,1.0,1.5,1.0,0.4393743703526205,0.5
4350,5.0,1.0,0.0,2.0,7.0,7.0,1.5,6.5,79.0,0.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4352,2.0,2.0,0.0,5.0,6.0,5.0,2.5,6.5,40.0,0.0,1,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",0.0,1.0,1.0,1.5,1.0,0.4393743703526205,0.5
4358,3.0,2.0,0.0,5.0,4.0,5.0,3.5,5.0,38.0,1.0,2,V161072_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.7391304347826096, 'k avg': 1.6666666666666667, 'k std': 1.2110601416389966, 'entropy': 0.5218811676159854, 'density': 0.3333333333333333}",0.0,1.0,0.7391304347826096,1.6666666666666667,1.2110601416389966,0.5218811676159854,0.3333333333333333
4363,6.0,,0.0,,,,,,90.0,1.0,1,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
4364,6.0,2.0,0.0,5.5,6.0,5.0,4.0,3.0,59.0,1.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4373,0.0,2.0,0.5,4.0,5.5,6.0,2.0,5.5,78.0,1.0,1,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4379,5.0,1.0,0.0,4.5,6.0,5.5,3.5,5.0,24.0,1.0,2,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4383,6.0,2.0,0.0,4.5,6.0,7.0,2.0,6.0,58.0,1.0,2,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4384,0.0,1.0,0.0,4.0,6.5,6.5,2.5,4.0,88.0,1.0,1,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4386,2.0,2.0,0.0,3.0,4.0,6.0,4.5,5.5,34.0,1.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4394,6.0,2.0,0.0,4.0,6.0,4.5,1.5,3.5,43.0,1.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4398,0.0,2.0,0.5,4.0,6.5,6.0,2.5,4.5,60.0,1.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4399,4.0,3.0,0.0,5.5,6.0,6.0,2.0,6.0,32.0,0.0,3,V161072_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 1.0, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.8123743703410189, 'density': 0.3333333333333333}",0.0,0.75,1.0,1.0,0.816496580927726,0.8123743703410189,0.3333333333333333
4401,1.0,1.0,0.0,4.5,5.5,5.5,3.5,4.0,25.0,0.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4408,5.0,2.0,0.0,5.5,4.5,3.5,6.0,5.5,58.0,1.0,2,V161072_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666677, 'k avg': 1.6666666666666667, 'k std': 1.0327955589886446, 'entropy': 0.38289400293653997, 'density': 0.3333333333333333}",0.0,1.0,0.6666666666666677,1.6666666666666667,1.0327955589886446,0.38289400293653997,0.3333333333333333
4411,1.0,1.0,0.5,2.5,5.5,6.5,2.5,6.5,29.0,0.0,2,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4415,1.0,1.0,0.0,4.0,4.0,4.5,4.5,4.0,68.0,1.0,1,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",0.0,1.0,1.0,1.5,1.0,0.4393743703526205,0.5
4419,2.0,0.0,0.0,2.0,5.5,5.0,3.5,5.0,67.0,1.0,1,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4420,1.0,1.0,0.5,2.5,6.0,6.0,1.5,6.5,49.0,1.0,3,V161072_stats,"{'node_count': 8, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.625, 'disssortativity': -0.16666666666666488, 'k avg': 1.25, 'k std': 0.7071067811865476, 'entropy': 0.5030544319692167, 'density': 0.17857142857142858}",0.0,0.625,-0.16666666666666488,1.25,0.7071067811865476,0.5030544319692167,0.17857142857142858
4426,3.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,67.0,0.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4427,5.0,,0.0,,,,,,46.0,1.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",0.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0.6293370420768268,0.6666666666666666
4428,6.0,,0.0,,,,,,62.0,0.0,3,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 0.6666666666666674, 'k avg': 1.5, 'k std': 1.7320508075688772, 'entropy': 0.49733333331786445, 'density': 0.5}",0.0,0.75,0.6666666666666674,1.5,1.7320508075688772,0.49733333331786445,0.5
4430,3.0,,0.0,,,,,,23.0,0.0,1,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4432,6.0,1.0,0.0,6.0,3.5,6.0,3.5,5.5,71.0,0.0,3,V161072_stats,"{'node_count': 3, 'edge_count': 1, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0, 'k avg': 0.6666666666666666, 'k std': 0.5773502691896258, 'entropy': 0.6293370420768268, 'density': 0.3333333333333333}",0.0,0.6666666666666666,0.0,0.6666666666666666,0.5773502691896258,0.6293370420768268,0.3333333333333333
4434,4.0,,0.0,,,,,,28.0,1.0,3,V161072_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.75, 'disssortativity': 1.0, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.8123743703410189, 'density': 0.3333333333333333}",0.0,0.75,1.0,1.0,0.816496580927726,0.8123743703410189,0.3333333333333333
4436,4.0,3.0,0.0,4.0,5.0,6.5,4.5,4.0,47.0,1.0,3,V161072_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.8620689655172407, 'k avg': 1.7142857142857142, 'k std': 0.9511897312113419, 'entropy': 0.528268450675938, 'density': 0.2857142857142857}",0.0,1.0,0.8620689655172407,1.7142857142857142,0.9511897312113419,0.528268450675938,0.2857142857142857
4450,6.0,1.0,0.0,2.5,6.5,6.5,2.0,3.5,80.0,1.0,2,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
4451,4.0,3.0,0.0,4.5,7.0,6.5,1.0,6.0,70.0,1.0,3,V161072_stats,"{'node_count': 2, 'edge_count': 1, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",0.0,1.0,-1.0,1.0,0.0,0.0,1.0
4455,6.0,1.0,0.0,3.5,3.0,4.0,3.0,3.5,77.0,0.0,3,V161072_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",0.0,1.0,0.4999999999999988,1.5,0.5773502691896257,0.5415829135606792,0.5
